@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute inputs-105 numeric
@attribute Instrument {0,1,2}
@attribute Pitch numeric

@data
408,'2018/02/16 00:07:04:674',4,1.402134,1.402134,1.402134,1.402134,1.402134,1.402134,1.402134,1.402134,0.903439,0.903439,0.903439,0.903439,0.903439,0.903439,0.903439,0.395177,0.395177,0.395177,0.395177,0.395177,0.044727,0.044727,0.044727,0.044727,0.055654,0.055654,0.055654,0.07689,0.07689,0.07689,0.117992,0.117992,0.177587,0.177587,0.229474,0.229474,0.25213,0.25213,0.256506,0.213647,0.213647,0.123998,0.093718,0.173793,0.152569,0.012383,0.148447,0.268991,0.316235,0.345124,0.335322,0.12708,0.405716,0.426653,0.716966,0.931069,3.056266,13.285237,26.166842,26.306206,13.802069,2.62494,1.102013,0.270537,0.226768,0.186224,0.138524,0.100098,0.142484,0.265247,5.84661,7.247143,0.397918,0.49516,0.231985,0.679393,1.079224,1.498701,0.808293,0.636133,0.456485,0.273796,0.546133,0.26636,0.269274,0.688103,0.475621,0.122855,0.093409,0.193655,0.195491,0.429302,0.470271,0.304469,0.465964,0.393771,0.349957,0.221491,0.228468,0.124147,0.057119,0.13107,0.120022,0.284402,3.017182,1,1
409,'2018/02/16 00:07:04:691',4,1.085608,1.085608,1.085608,1.085608,1.085608,1.085608,1.085608,1.085608,1.025347,1.025347,1.025347,1.025347,1.025347,1.025347,1.025347,0.545321,0.545321,0.545321,0.545321,0.545321,0.132712,0.132712,0.132712,0.132712,0.42778,0.42778,0.42778,0.412163,0.412163,0.412163,0.346281,0.346281,0.367661,0.367661,0.35815,0.35815,0.384721,0.384721,0.442042,0.368928,0.368928,0.158596,0.176068,0.211016,0.197513,0.235151,0.227378,0.142779,0.198818,0.356339,0.285532,0.238548,0.201593,0.358559,0.423493,1.454351,3.471326,13.270988,26.528015,26.714218,14.32555,2.452949,1.065985,0.739346,0.238946,0.226668,0.217806,0.124627,0.096262,0.508653,5.670632,7.22927,0.489082,0.331147,0.493797,1.805877,0.800888,0.621828,1.3545,2.032045,1.225124,0.289658,0.649458,0.298086,0.356561,0.515077,0.51428,0.190637,0.137103,0.168291,0.391366,0.318561,0.716564,0.321466,0.935343,0.560853,0.508885,0.438083,0.404692,0.107795,0.136155,0.105361,0.113044,0.267885,3.173477,1,1
410,'2018/02/16 00:07:04:707',4,1.11686,1.11686,1.11686,1.11686,1.11686,1.11686,1.11686,1.11686,0.57347,0.57347,0.57347,0.57347,0.57347,0.57347,0.57347,0.437335,0.437335,0.437335,0.437335,0.437335,0.524312,0.524312,0.524312,0.524312,0.422924,0.422924,0.422924,0.396503,0.396503,0.396503,0.515537,0.515537,0.526403,0.526403,0.443311,0.443311,0.354909,0.354909,0.269603,0.173309,0.173309,0.09096,0.079528,0.098947,0.035433,0.136993,0.216616,0.259459,0.380815,0.384693,0.386849,0.45759,0.26863,0.406528,0.508696,1.321245,2.995014,13.271693,26.279688,26.493216,14.129471,2.509779,0.757459,0.410428,0.179753,0.139084,0.142007,0.059081,0.121107,0.29189,5.746978,7.604439,0.32399,0.142471,0.212967,0.805243,0.387421,0.717172,0.329848,0.227008,0.17788,0.246521,0.296073,0.140685,0.250663,0.266375,0.176325,0.121717,0.059032,0.098761,0.259029,0.329126,0.656557,0.267342,0.489936,0.258732,0.264446,0.159517,0.169985,0.089773,0.062647,0.156558,0.091655,0.152986,3.062519,1,1
411,'2018/02/16 00:07:04:724',4,0.386222,0.386222,0.386222,0.386222,0.386222,0.386222,0.386222,0.386222,0.790539,0.790539,0.790539,0.790539,0.790539,0.790539,0.790539,0.895442,0.895442,0.895442,0.895442,0.895442,0.64845,0.64845,0.64845,0.64845,0.376038,0.376038,0.376038,0.474438,0.474438,0.474438,0.567482,0.567482,0.63269,0.63269,0.657942,0.657942,0.527257,0.527257,0.315322,0.20823,0.20823,0.211849,0.258502,0.226167,0.125627,0.032655,0.222056,0.411736,0.453582,0.34906,0.367016,0.359215,0.347883,0.352063,0.388761,1.106146,2.867741,13.182404,25.695827,25.680365,13.116114,2.316921,0.817119,0.810038,0.121192,0.143767,0.249859,0.108069,0.231325,0.457511,6.62394,7.994837,0.383948,0.502422,0.56738,0.978238,1.532014,0.549336,1.616397,1.359385,0.590001,0.448024,0.617928,0.49986,0.751584,0.433263,0.516771,0.118249,0.108115,0.303068,0.32755,0.643791,0.524718,0.678784,0.939875,0.642087,0.502497,0.362665,0.361183,0.137628,0.125836,0.144377,0.136333,0.25208,2.831078,1,1
412,'2018/02/16 00:07:04:741',4,0.760155,0.760155,0.760155,0.760155,0.760155,0.760155,0.760155,0.760155,0.795293,0.795293,0.795293,0.795293,0.795293,0.795293,0.795293,0.72863,0.72863,0.72863,0.72863,0.72863,0.541739,0.541739,0.541739,0.541739,0.282226,0.282226,0.282226,0.129871,0.129871,0.129871,0.335454,0.335454,0.57509,0.57509,0.73407,0.73407,0.732596,0.732596,0.59822,0.466441,0.466441,0.377285,0.270334,0.168378,0.110638,0.13193,0.191906,0.241402,0.215992,0.277861,0.339687,0.163483,0.555444,0.437578,0.491823,0.919806,2.679338,12.742189,25.080782,25.0434,12.46529,2.349249,0.601278,0.512469,0.143456,0.164693,0.149137,0.128976,0.184279,0.35118,6.714004,8.130985,0.290069,0.224227,0.379734,0.57028,0.409507,0.939389,0.622178,0.541201,0.389688,0.159212,0.455263,0.336153,0.240882,0.203174,0.195164,0.077791,0.131022,0.124278,0.295094,0.309829,0.316476,0.262631,0.33357,0.347401,0.27194,0.216457,0.113485,0.131684,0.105014,0.124058,0.064029,0.13583,2.656252,1,1
413,'2018/02/16 00:07:04:757',4,0.772922,0.772922,0.772922,0.772922,0.772922,0.772922,0.772922,0.772922,0.845059,0.845059,0.845059,0.845059,0.845059,0.845059,0.845059,0.839721,0.839721,0.839721,0.839721,0.839721,0.703794,0.703794,0.703794,0.703794,0.435153,0.435153,0.435153,0.134536,0.134536,0.134536,0.221185,0.221185,0.296617,0.296617,0.213007,0.213007,0.12836,0.12836,0.125686,0.113668,0.113668,0.19662,0.269032,0.256637,0.263505,0.312875,0.229712,0.019738,0.1762,0.142484,0.163838,0.370434,0.300542,0.340616,0.475429,0.99207,2.66731,12.125903,24.441486,24.322571,11.662976,2.256567,0.868999,0.429364,0.294703,0.087849,0.198311,0.11136,0.157931,0.415054,6.99444,8.31286,0.306547,0.302719,0.617676,1.805468,0.852941,1.274768,1.116507,1.630563,0.634919,0.407542,0.2051,0.353693,0.80932,0.357492,0.251071,0.182655,0.140016,0.348306,0.426358,0.345603,0.310151,0.655234,0.741372,0.66803,0.44742,0.470447,0.280047,0.121704,0.15008,0.145052,0.106985,0.279679,2.461866,1,1
414,'2018/02/16 00:07:04:774',4,0.721199,0.721199,0.721199,0.721199,0.721199,0.721199,0.721199,0.721199,0.422377,0.422377,0.422377,0.422377,0.422377,0.422377,0.422377,0.214097,0.214097,0.214097,0.214097,0.214097,0.121262,0.121262,0.121262,0.121262,0.105763,0.105763,0.105763,0.111094,0.111094,0.111094,0.063482,0.063482,0.04344,0.04344,0.082568,0.082568,0.035714,0.035714,0.097234,0.188433,0.188433,0.209569,0.267998,0.353665,0.330838,0.203673,0.269354,0.478804,0.500544,0.303621,0.221054,0.262692,0.248595,0.324492,0.451313,0.875738,2.634707,12.412276,24.324785,24.006844,11.248467,2.091791,0.500968,0.36183,0.2379,0.202283,0.085984,0.188504,0.213166,0.45451,7.112797,7.915133,0.40272,0.167314,0.498716,0.787953,0.952891,0.924562,1.452547,1.261827,0.619991,0.257453,0.363168,0.457378,0.519234,0.16862,0.247063,0.152766,0.178305,0.163462,0.229011,0.185758,0.677762,0.457693,0.349193,0.436254,0.238249,0.402376,0.216313,0.090152,0.079467,0.117081,0.068946,0.164724,2.392479,1,1
415,'2018/02/16 00:07:04:790',4,1.302905,1.302905,1.302905,1.302905,1.302905,1.302905,1.302905,1.302905,0.650308,0.650308,0.650308,0.650308,0.650308,0.650308,0.650308,0.029249,0.029249,0.029249,0.029249,0.029249,0.361842,0.361842,0.361842,0.361842,0.425951,0.425951,0.425951,0.37333,0.37333,0.37333,0.388048,0.388048,0.381635,0.381635,0.297411,0.297411,0.136961,0.136961,0.083752,0.135844,0.135844,0.08004,0.113647,0.137096,0.122797,0.086122,0.172376,0.298092,0.1967,0.106111,0.226075,0.230841,0.257892,0.282088,0.351182,0.870236,2.595587,12.343046,24.141026,23.790691,11.071282,1.963381,0.759675,0.257244,0.19928,0.074748,0.133945,0.111416,0.187033,0.430909,7.481233,7.752412,0.323555,0.241481,0.252427,1.11189,0.631163,0.441949,0.526028,0.926593,0.275149,0.397642,0.398772,0.550098,0.40722,0.534202,0.520676,0.196297,0.156432,0.36958,0.278254,0.276533,0.513181,0.707544,1.044338,0.600435,0.342849,0.327177,0.399948,0.172865,0.130285,0.188778,0.115631,0.281272,2.331905,1,1
416,'2018/02/16 00:07:04:807',4,1.522132,1.522132,1.522132,1.522132,1.522132,1.522132,1.522132,1.522132,1.128949,1.128949,1.128949,1.128949,1.128949,1.128949,1.128949,0.70723,0.70723,0.70723,0.70723,0.70723,0.481468,0.481468,0.481468,0.481468,0.363061,0.363061,0.363061,0.396475,0.396475,0.396475,0.605463,0.605463,0.542594,0.542594,0.248271,0.248271,0.289868,0.289868,0.402576,0.334987,0.334987,0.211141,0.171809,0.160918,0.12121,0.290522,0.424537,0.423331,0.420012,0.417806,0.247854,0.259364,0.180478,0.319624,0.456476,0.859073,2.77191,12.620919,24.249357,23.659534,10.492794,2.057077,1.058877,0.457467,0.19527,0.157761,0.182736,0.144436,0.285953,0.525521,8.799961,8.62015,0.404442,0.399296,0.98229,0.775477,1.598139,1.523305,1.238896,0.78931,0.601268,0.554913,0.367027,0.624856,0.472916,0.236181,0.536224,0.147107,0.220405,0.207513,0.432965,0.57381,0.733903,0.504605,0.587516,0.708023,0.519703,0.335592,0.223351,0.147465,0.132665,0.139049,0.09116,0.190131,2.366616,1,1
417,'2018/02/16 00:07:04:824',4,2.058939,2.058939,2.058939,2.058939,2.058939,2.058939,2.058939,2.058939,1.167924,1.167924,1.167924,1.167924,1.167924,1.167924,1.167924,0.470611,0.470611,0.470611,0.470611,0.470611,0.287668,0.287668,0.287668,0.287668,0.243323,0.243323,0.243323,0.211664,0.211664,0.211664,0.178833,0.178833,0.065487,0.065487,0.113056,0.113056,0.24397,0.24397,0.272983,0.257432,0.257432,0.236851,0.257413,0.316468,0.275628,0.124435,0.045368,0.064249,0.131907,0.306966,0.243003,0.172279,0.228068,0.329148,0.374694,0.658856,2.473697,13.187889,24.116718,23.066433,8.692195,2.509032,0.531313,0.14543,0.383808,0.17094,0.25267,0.122735,0.234035,0.550015,9.717964,9.281108,0.612799,0.546561,0.206285,0.848015,0.488169,1.099722,0.561955,0.333685,0.534154,0.299967,0.472728,0.333526,0.302033,0.214657,0.47032,0.278514,0.090517,0.272138,0.218174,0.277305,0.511349,0.49185,0.424407,0.43562,0.365958,0.171434,0.192799,0.10609,0.075309,0.13509,0.122377,0.13656,2.320514,1,1
418,'2018/02/16 00:07:04:840',4,0.767896,0.767896,0.767896,0.767896,0.767896,0.767896,0.767896,0.767896,1.606681,1.606681,1.606681,1.606681,1.606681,1.606681,1.606681,1.424903,1.424903,1.424903,1.424903,1.424903,0.847205,0.847205,0.847205,0.847205,0.398828,0.398828,0.398828,0.342396,0.342396,0.342396,0.273651,0.273651,0.293948,0.293948,0.360344,0.360344,0.399429,0.399429,0.414504,0.344826,0.344826,0.247103,0.231114,0.272138,0.236101,0.124625,0.034232,0.069189,0.141639,0.301355,0.272649,0.068246,0.182421,0.504022,0.676269,0.735524,2.5804,12.763046,23.495615,22.511646,9.856925,1.418503,0.884178,0.481205,0.493793,0.253447,0.252848,0.248457,0.316417,0.95953,10.853392,9.992713,0.722205,0.358055,0.448389,1.404806,1.281254,0.808835,1.850366,2.078081,1.169785,0.552119,0.608887,0.507709,0.883247,0.357306,0.450709,0.125021,0.127394,0.277064,0.373758,0.347523,0.722702,0.379937,1.019527,0.634052,0.556166,0.384839,0.325687,0.136355,0.11969,0.136581,0.105324,0.252238,2.17812,1,1
419,'2018/02/16 00:07:04:857',4,0.336282,0.336282,0.336282,0.336282,0.336282,0.336282,0.336282,0.336282,0.333378,0.333378,0.333378,0.333378,0.333378,0.333378,0.333378,0.207405,0.207405,0.207405,0.207405,0.207405,0.232496,0.232496,0.232496,0.232496,0.245,0.245,0.245,0.205157,0.205157,0.205157,0.192276,0.192276,0.174921,0.174921,0.174432,0.174432,0.199464,0.199464,0.177519,0.102418,0.102418,0.011998,0.149101,0.255926,0.235815,0.152294,0.179773,0.179795,0.185904,0.19754,0.05431,0.25367,0.08423,0.351953,0.626848,0.437624,2.204845,12.965534,23.333324,22.068577,8.348484,1.826971,0.536557,0.279085,0.199133,0.137169,0.093498,0.124178,0.17279,0.557094,8.857622,8.535587,0.533962,0.318752,0.241477,0.551744,0.369709,0.825446,0.487989,0.391963,0.343747,0.220558,0.243911,0.199781,0.2805,0.22878,0.295225,0.130386,0.117153,0.167039,0.231944,0.513663,0.392037,0.221645,0.365505,0.239353,0.225285,0.210538,0.146488,0.157297,0.077284,0.100522,0.125551,0.19744,2.091994,1,1
420,'2018/02/16 00:07:04:874',4,0.304476,0.304476,0.304476,0.304476,0.304476,0.304476,0.304476,0.304476,0.609664,0.609664,0.609664,0.609664,0.609664,0.609664,0.609664,0.529091,0.529091,0.529091,0.529091,0.529091,0.425986,0.425986,0.425986,0.425986,0.433094,0.433094,0.433094,0.375084,0.375084,0.375084,0.227161,0.227161,0.260717,0.260717,0.416088,0.416088,0.490302,0.490302,0.451659,0.331375,0.331375,0.214393,0.235888,0.304118,0.26897,0.195944,0.262082,0.425165,0.491523,0.394118,0.298953,0.150655,0.491419,0.326231,0.133719,1.028003,2.078078,12.338101,23.162174,22.209736,8.617522,2.072396,0.546909,0.325228,0.138091,0.076132,0.089889,0.129051,0.134613,0.83665,9.783125,10.100473,0.354722,0.44429,0.477538,0.785878,1.241641,0.67592,0.669751,0.850804,0.577147,0.565575,0.803606,0.708414,0.77084,0.398083,0.637841,0.11752,0.306729,0.33542,0.207953,0.40517,0.530815,0.69822,0.598138,0.330774,0.737659,0.25782,0.378874,0.275824,0.123953,0.205925,0.097235,0.36111,2.119667,1,1
421,'2018/02/16 00:07:04:891',4,0.751525,0.751525,0.751525,0.751525,0.751525,0.751525,0.751525,0.751525,0.79257,0.79257,0.79257,0.79257,0.79257,0.79257,0.79257,0.818974,0.818974,0.818974,0.818974,0.818974,0.713774,0.713774,0.713774,0.713774,0.458495,0.458495,0.458495,0.194853,0.194853,0.194853,0.223798,0.223798,0.292667,0.292667,0.256255,0.256255,0.311597,0.311597,0.395355,0.318344,0.318344,0.166487,0.194696,0.254858,0.338591,0.418679,0.401503,0.387526,0.420216,0.328272,0.195412,0.193647,0.373706,0.342553,0.300445,1.075049,2.028176,13.136645,24.341743,23.677734,10.777104,1.799753,0.654445,0.336505,0.272636,0.340969,0.204137,0.125305,0.261826,0.618681,10.577407,9.454009,0.649602,0.181884,0.392581,0.650466,0.355983,0.723913,0.639446,1.325695,0.632272,0.484527,0.559923,0.161679,0.407729,0.218849,0.280615,0.163291,0.109827,0.091298,0.151427,0.417876,0.684708,0.546181,0.557232,0.359795,0.305249,0.272631,0.184124,0.106073,0.09732,0.104211,0.115724,0.198154,2.424374,1,1
422,'2018/02/16 00:07:04:907',4,1.367892,1.367892,1.367892,1.367892,1.367892,1.367892,1.367892,1.367892,1.097131,1.097131,1.097131,1.097131,1.097131,1.097131,1.097131,0.735435,0.735435,0.735435,0.735435,0.735435,0.393174,0.393174,0.393174,0.393174,0.251899,0.251899,0.251899,0.185143,0.185143,0.185143,0.060321,0.060321,0.176798,0.176798,0.341927,0.341927,0.442512,0.442512,0.501823,0.517623,0.517623,0.50843,0.498411,0.439609,0.322998,0.204441,0.163098,0.187487,0.355782,0.590476,0.547095,0.238631,0.305824,0.368482,0.531215,0.975255,2.804577,13.290647,25.234476,24.857317,11.884224,2.228091,0.717273,0.318509,0.187999,0.223675,0.215275,0.236192,0.130547,0.457818,8.601758,8.947229,0.529924,0.479539,0.546727,0.611185,0.671825,0.740609,0.639143,0.886561,0.250662,0.37987,0.881124,0.602081,0.976348,0.263762,0.241452,0.100048,0.17386,0.370054,0.304965,0.358985,0.839442,0.614757,1.021016,0.540811,0.3231,0.321898,0.222185,0.12274,0.141523,0.199718,0.116683,0.264688,2.668192,1,1
423,'2018/02/16 00:07:04:924',4,0.141623,0.141623,0.141623,0.141623,0.141623,0.141623,0.141623,0.141623,0.348488,0.348488,0.348488,0.348488,0.348488,0.348488,0.348488,0.494434,0.494434,0.494434,0.494434,0.494434,0.60728,0.60728,0.60728,0.60728,0.464888,0.464888,0.464888,0.138572,0.138572,0.138572,0.1323,0.1323,0.112606,0.112606,0.220475,0.220475,0.447975,0.447975,0.48726,0.376887,0.376887,0.246047,0.26812,0.382715,0.368596,0.270414,0.312566,0.495242,0.566198,0.547439,0.555217,0.342682,0.41067,0.402412,0.572624,1.080664,3.145253,13.285419,26.051308,26.067505,13.325385,2.582861,0.77073,0.362864,0.276214,0.199514,0.273194,0.216355,0.226099,0.433499,6.454418,7.609318,0.355418,0.398228,0.159455,1.022977,1.692261,1.126666,0.948023,1.369282,0.774959,0.485438,0.575426,0.444372,0.435336,0.249415,0.155319,0.108781,0.25988,0.339049,0.138152,0.282612,0.61881,0.257298,0.601641,0.310892,0.552341,0.350381,0.221048,0.172979,0.133231,0.130661,0.09586,0.239173,2.978725,1,1
424,'2018/02/16 00:07:04:941',4,0.363774,0.363774,0.363774,0.363774,0.363774,0.363774,0.363774,0.363774,0.271384,0.271384,0.271384,0.271384,0.271384,0.271384,0.271384,0.482465,0.482465,0.482465,0.482465,0.482465,0.548463,0.548463,0.548463,0.548463,0.35131,0.35131,0.35131,0.138915,0.138915,0.138915,0.379001,0.379001,0.544718,0.544718,0.563277,0.563277,0.450097,0.450097,0.312971,0.233489,0.233489,0.1286,0.107887,0.204737,0.290635,0.354059,0.429383,0.561564,0.603919,0.517986,0.490606,0.484735,0.164212,0.370568,0.58583,1.183144,3.132118,13.359539,26.128429,26.111244,13.302158,2.538038,0.872517,0.329506,0.14944,0.090142,0.263513,0.12698,0.085509,0.266176,4.956338,6.802218,0.391158,0.505003,0.354902,1.054234,1.189675,0.726221,0.929248,0.795584,0.396905,0.257436,0.318559,0.345891,0.692622,0.250233,0.580735,0.146759,0.119799,0.047074,0.252011,0.290348,0.556179,0.466094,0.769118,0.422269,0.313561,0.291051,0.229615,0.173639,0.099551,0.151593,0.110928,0.183351,2.977378,1,1
425,'2018/02/16 00:07:04:957',4,0.379861,0.379861,0.379861,0.379861,0.379861,0.379861,0.379861,0.379861,0.483161,0.483161,0.483161,0.483161,0.483161,0.483161,0.483161,0.365831,0.365831,0.365831,0.365831,0.365831,0.179398,0.179398,0.179398,0.179398,0.082593,0.082593,0.082593,0.075897,0.075897,0.075897,0.112883,0.112883,0.206654,0.206654,0.267833,0.267833,0.294231,0.294231,0.295703,0.276451,0.276451,0.23737,0.176124,0.114309,0.030995,0.24624,0.31745,0.17281,0.174813,0.25783,0.222358,0.298636,0.293008,0.390011,0.552398,1.100624,2.9979,13.135134,25.900028,25.975458,13.441881,2.398906,0.80106,0.657435,0.157296,0.148474,0.18404,0.056013,0.117011,0.392576,6.311336,7.519279,0.524941,0.325711,0.6474,1.577182,0.844968,0.770958,1.677442,2.020342,0.939532,0.658523,0.798375,0.278623,0.574032,0.394002,0.532276,0.167461,0.108579,0.305964,0.319534,0.385619,0.77505,0.542116,0.907315,0.744137,0.631685,0.297818,0.424332,0.14863,0.100232,0.139402,0.076717,0.291678,2.914036,1,1
426,'2018/02/16 00:07:04:974',4,2.924325,2.924325,2.924325,2.924325,2.924325,2.924325,2.924325,2.924325,2.268461,2.268461,2.268461,2.268461,2.268461,2.268461,2.268461,1.607809,1.607809,1.607809,1.607809,1.607809,0.99623,0.99623,0.99623,0.99623,0.518938,0.518938,0.518938,0.209972,0.209972,0.209972,0.152728,0.152728,0.280219,0.280219,0.378825,0.378825,0.385065,0.385065,0.298372,0.163138,0.163138,0.082429,0.183271,0.235536,0.301441,0.371266,0.318817,0.3781,0.526086,0.480478,0.40062,0.396958,0.212072,0.390366,0.669594,1.124948,2.661587,13.259892,25.738897,25.786392,13.45442,2.274719,0.748097,0.359339,0.131853,0.171362,0.061706,0.177837,0.156625,0.386584,6.718949,8.241623,0.515076,0.186761,0.298273,0.375223,0.169375,0.965239,0.586334,0.405407,0.239659,0.159286,0.364727,0.201167,0.258481,0.13505,0.147493,0.096506,0.101701,0.119809,0.158089,0.321768,0.495429,0.381551,0.421356,0.23222,0.247748,0.215012,0.157027,0.079986,0.049564,0.113544,0.074762,0.132565,2.857825,1,1
427,'2018/02/16 00:07:04:991',4,0.689622,0.689622,0.689622,0.689622,0.689622,0.689622,0.689622,0.689622,0.7605,0.7605,0.7605,0.7605,0.7605,0.7605,0.7605,0.693465,0.693465,0.693465,0.693465,0.693465,0.421299,0.421299,0.421299,0.421299,0.109176,0.109176,0.109176,0.347653,0.347653,0.347653,0.486956,0.486956,0.565411,0.565411,0.627725,0.627725,0.619096,0.619096,0.524906,0.369107,0.369107,0.242193,0.183983,0.10394,0.079181,0.058892,0.057291,0.028416,0.091908,0.310638,0.350582,0.109199,0.22761,0.365292,0.63737,0.992904,3.079876,12.552658,25.306828,25.317558,12.654228,2.399942,0.739895,0.336002,0.188003,0.114332,0.172748,0.083241,0.085788,0.332197,7.306845,8.916013,0.385709,0.246131,0.204007,0.557816,0.550887,0.666411,0.29507,0.509454,0.409164,0.128566,0.343449,0.405717,0.274473,0.334643,0.147691,0.077172,0.101496,0.125789,0.157336,0.402582,0.370995,0.355064,0.296604,0.215913,0.230919,0.176638,0.120926,0.11782,0.090118,0.11982,0.114579,0.102998,2.712394,1,1
428,'2018/02/16 00:07:05:007',4,0.891515,0.891515,0.891515,0.891515,0.891515,0.891515,0.891515,0.891515,0.807102,0.807102,0.807102,0.807102,0.807102,0.807102,0.807102,0.722319,0.722319,0.722319,0.722319,0.722319,0.637641,0.637641,0.637641,0.637641,0.584163,0.584163,0.584163,0.561448,0.561448,0.561448,0.541441,0.541441,0.49069,0.49069,0.386112,0.386112,0.221563,0.221563,0.095161,0.285784,0.285784,0.48302,0.549563,0.477429,0.366379,0.239012,0.139595,0.20008,0.163866,0.227953,0.251512,0.234702,0.390122,0.384732,0.546012,0.921111,2.819306,12.440101,24.900154,24.882322,12.364233,2.277028,0.680544,0.39565,0.096651,0.198795,0.143019,0.104084,0.184247,0.373863,7.043184,8.519911,0.375175,0.177873,0.342783,0.382956,0.336723,0.538751,0.416424,0.437711,0.417706,0.292781,0.286943,0.274745,0.168194,0.298787,0.229519,0.13019,0.076366,0.227562,0.19281,0.362914,0.496058,0.245897,0.327529,0.294431,0.237879,0.251272,0.115796,0.094234,0.07572,0.112419,0.065827,0.142231,2.603818,1,1
429,'2018/02/16 00:07:05:024',4,0.637851,0.637851,0.637851,0.637851,0.637851,0.637851,0.637851,0.637851,1.092491,1.092491,1.092491,1.092491,1.092491,1.092491,1.092491,0.849468,0.849468,0.849468,0.849468,0.849468,0.342657,0.342657,0.342657,0.342657,0.395122,0.395122,0.395122,0.676362,0.676362,0.676362,0.741953,0.741953,0.605973,0.605973,0.349658,0.349658,0.205425,0.205425,0.290627,0.356489,0.356489,0.343633,0.217235,0.058783,0.050547,0.213387,0.352963,0.296918,0.184786,0.130404,0.108663,0.416465,0.146187,0.302908,0.310592,1.183477,2.941622,12.044413,24.751244,24.819191,12.4606,2.346747,1.021361,0.72056,0.379487,0.310845,0.268529,0.099425,0.083253,0.391806,6.828964,8.18195,0.450454,0.445334,0.773332,1.016475,1.121481,1.699413,0.773562,1.221132,0.859951,0.536688,0.726289,0.835769,0.43588,0.366582,0.504507,0.069582,0.133626,0.351596,0.375026,0.410182,0.739249,0.995605,0.969317,0.557375,0.4703,0.399388,0.346979,0.222212,0.175725,0.211983,0.134568,0.29569,2.576082,1,1
