@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute inputs-105 numeric
@attribute Instrument {0,1,2}
@attribute Pitch numeric

@data
940,'2018/02/16 00:09:22:290',6,0.420696,0.420696,0.420696,0.420696,0.420696,0.420696,0.420696,0.420696,0.980861,0.980861,0.980861,0.980861,0.980861,0.980861,0.980861,0.821144,0.821144,0.821144,0.821144,0.821144,0.456921,0.456921,0.456921,0.456921,0.178944,0.178944,0.178944,0.065662,0.065662,0.065662,0.161793,0.161793,0.194357,0.194357,0.07948,0.07948,0.274022,0.274022,0.311116,0.162601,0.162601,0.093271,0.158048,0.129211,0.119073,0.095142,0.179852,0.079353,0.520038,0.272207,1.568963,3.78906,13.791739,19.381977,19.723577,13.507113,2.114541,0.540171,0.292717,0.157407,0.181634,0.136613,0.513506,0.629895,1.359973,11.788269,11.689945,1.174486,0.870792,0.42804,0.564917,0.245977,4.672558,4.460937,0.650181,1.144179,0.856043,1.453083,1.237425,1.063669,0.944116,0.331249,0.521781,0.700316,0.769155,0.447132,0.594887,0.26466,0.126472,0.269353,0.34972,0.349592,0.820803,0.590246,0.748524,0.687002,0.383639,0.221709,0.298446,0.150698,0.114573,0.113617,0.14344,0.26884,1.339068,1,0.67
941,'2018/02/16 00:09:22:306',6,0.634567,0.634567,0.634567,0.634567,0.634567,0.634567,0.634567,0.634567,0.593701,0.593701,0.593701,0.593701,0.593701,0.593701,0.593701,0.489623,0.489623,0.489623,0.489623,0.489623,0.393417,0.393417,0.393417,0.393417,0.286764,0.286764,0.286764,0.237516,0.237516,0.237516,0.361253,0.361253,0.447642,0.447642,0.459857,0.459857,0.447921,0.447921,0.399505,0.336389,0.336389,0.37756,0.468,0.379898,0.299545,0.429187,0.525417,0.325712,0.640598,0.361739,1.589904,3.847308,13.901643,19.599386,19.998404,13.724385,2.33241,0.753999,0.263839,0.128589,0.193159,0.17877,0.556577,0.381152,1.24832,12.187133,12.243857,1.383983,0.350189,0.599245,0.52419,0.996354,4.697479,4.734894,0.637778,0.213456,0.431379,0.969223,0.733839,0.199553,0.532043,0.270043,0.191866,0.204892,0.261576,0.192163,0.256487,0.091642,0.099032,0.182685,0.188224,0.360122,0.427601,0.45686,0.295199,0.228473,0.279126,0.107203,0.16705,0.107306,0.072593,0.116333,0.088879,0.181579,1.375304,1,0.67
942,'2018/02/16 00:09:22:323',6,0.887782,0.887782,0.887782,0.887782,0.887782,0.887782,0.887782,0.887782,0.87615,0.87615,0.87615,0.87615,0.87615,0.87615,0.87615,0.817826,0.817826,0.817826,0.817826,0.817826,0.672845,0.672845,0.672845,0.672845,0.525716,0.525716,0.525716,0.474436,0.474436,0.474436,0.545705,0.545705,0.631208,0.631208,0.52539,0.52539,0.241033,0.241033,0.193787,0.936855,0.936855,2.46505,4.053644,4.936922,4.748634,3.578288,1.947749,0.865899,0.907957,0.853196,0.961011,1.756662,5.351218,9.763609,11.072026,12.153114,13.851346,6.888366,0.558013,0.270752,0.189505,0.483855,1.640832,1.717104,0.97046,8.372666,8.729061,5.460039,5.829408,1.142324,0.948672,13.628326,10.16933,2.74723,1.96117,1.341856,0.546331,1.663427,0.522369,0.901193,0.434582,0.158329,0.613239,0.201561,0.240628,0.338949,0.32634,0.112176,0.045163,0.173678,0.284988,0.302468,0.49567,0.304232,0.445976,0.407119,0.251754,0.199591,0.398169,0.152717,0.077451,0.106852,0.088474,0.199441,1.154346,1,0.67
943,'2018/02/16 00:09:22:340',6,0.676837,0.676837,0.676837,0.676837,0.676837,0.676837,0.676837,0.676837,0.344687,0.344687,0.344687,0.344687,0.344687,0.344687,0.344687,0.279371,0.279371,0.279371,0.279371,0.279371,0.469267,0.469267,0.469267,0.469267,0.660547,0.660547,0.660547,0.636847,0.636847,0.636847,0.379341,0.379341,0.099282,0.099282,0.239202,0.239202,0.354231,0.354231,0.381,0.177495,0.177495,1.257582,2.580225,3.455611,3.545458,2.834031,1.620684,0.655433,0.387554,0.155432,0.452501,0.999336,5.808171,9.745077,2.804378,14.373466,16.937956,7.737191,1.079558,0.12124,0.396109,0.163644,1.394192,1.4633,0.31339,2.500011,2.346721,12.555337,11.895378,1.022267,0.286412,5.55482,2.506636,0.602387,2.333628,2.50089,0.351194,0.553593,0.568329,1.410263,1.015579,0.561561,0.467349,0.290147,0.533678,0.214391,0.475489,0.125626,0.140376,0.101462,0.296833,0.26929,0.44759,0.529546,0.59034,0.272705,0.321564,0.229846,0.165655,0.128263,0.091953,0.110537,0.146112,0.19743,1.271047,1,0.67
944,'2018/02/16 00:09:22:357',6,1.672948,1.672948,1.672948,1.672948,1.672948,1.672948,1.672948,1.672948,1.539702,1.539702,1.539702,1.539702,1.539702,1.539702,1.539702,1.225553,1.225553,1.225553,1.225553,1.225553,0.788608,0.788608,0.788608,0.788608,0.449155,0.449155,0.449155,0.38228,0.38228,0.38228,0.424127,0.424127,0.424235,0.424235,0.403828,0.403828,0.448966,0.448966,0.390045,0.091787,0.091787,1.0461,2.108539,2.765417,2.628943,1.675512,0.469834,0.21014,0.218977,0.176212,0.357583,1.432564,6.042267,10.263884,13.844398,17.282467,16.982729,7.828523,1.100944,0.505926,0.113203,0.295686,0.770321,1.06072,0.157336,1.26023,1.739238,11.842406,12.847638,0.951567,0.272026,1.632793,0.469742,0.329344,2.182547,2.700224,0.363827,0.649849,0.50336,0.725282,0.956784,0.261513,0.326309,0.446763,0.308628,0.319754,0.342512,0.162338,0.098749,0.140426,0.284549,0.40815,0.758124,0.305487,0.394067,0.257249,0.272137,0.174073,0.136922,0.131709,0.086109,0.137351,0.099675,0.196768,1.217351,1,0.67
945,'2018/02/16 00:09:22:373',6,0.616988,0.616988,0.616988,0.616988,0.616988,0.616988,0.616988,0.616988,0.984705,0.984705,0.984705,0.984705,0.984705,0.984705,0.984705,0.731623,0.731623,0.731623,0.731623,0.731623,0.453406,0.453406,0.453406,0.453406,0.558745,0.558745,0.558745,0.566604,0.566604,0.566604,0.402809,0.402809,0.282865,0.282865,0.309889,0.309889,0.317951,0.317951,0.29162,0.345133,0.345133,0.56471,0.923718,1.20295,1.125734,0.657494,0.111903,0.237907,0.372368,0.423264,0.234205,0.458426,3.428424,5.677394,4.080585,13.874701,15.528908,6.885492,0.932554,0.251025,0.212859,0.177307,0.535148,0.548216,0.218495,0.948455,1.024893,12.717336,13.856278,1.089548,0.481387,1.784016,0.766738,0.295905,1.134334,1.361757,0.840025,0.844513,0.817221,1.77184,1.770638,0.344034,0.424376,0.597232,0.817221,0.414081,0.348638,0.108,0.112513,0.188844,0.308498,0.532229,0.685211,0.584521,0.553414,0.514088,0.305354,0.203035,0.34728,0.159886,0.117154,0.092957,0.093605,0.163832,1.179071,1,0.67
946,'2018/02/16 00:09:22:390',6,1.480393,1.480393,1.480393,1.480393,1.480393,1.480393,1.480393,1.480393,1.159342,1.159342,1.159342,1.159342,1.159342,1.159342,1.159342,0.889487,0.889487,0.889487,0.889487,0.889487,0.733701,0.733701,0.733701,0.733701,0.630932,0.630932,0.630932,0.492926,0.492926,0.492926,0.327799,0.327799,0.221584,0.221584,0.289271,0.289271,0.346295,0.346295,0.303419,0.239836,0.239836,0.284341,0.480078,0.603241,0.555728,0.505829,0.533365,0.521358,0.557859,0.51002,0.376476,0.326353,1.568825,4.246105,10.125831,15.553201,15.931911,7.195914,1.216358,0.149991,0.10412,0.212688,0.425595,0.4146,0.144615,0.708467,1.175737,12.634998,14.220467,1.221267,0.252148,1.176837,0.820743,0.219743,1.439255,1.732866,0.291024,0.706396,0.188293,0.810525,0.771679,0.16716,0.234702,0.654981,0.274106,0.232537,0.242974,0.080175,0.129333,0.13733,0.219388,0.522768,0.402472,0.186847,0.336429,0.225595,0.24083,0.143167,0.200284,0.060104,0.091339,0.104653,0.081926,0.171473,1.187345,1,0.67
947,'2018/02/16 00:09:22:406',6,0.515002,0.515002,0.515002,0.515002,0.515002,0.515002,0.515002,0.515002,0.400468,0.400468,0.400468,0.400468,0.400468,0.400468,0.400468,0.240421,0.240421,0.240421,0.240421,0.240421,0.246966,0.246966,0.246966,0.246966,0.402325,0.402325,0.402325,0.498629,0.498629,0.498629,0.50976,0.50976,0.429062,0.429062,0.253965,0.253965,0.059062,0.059062,0.146082,0.279482,0.279482,0.402586,0.485187,0.541446,0.613922,0.640891,0.546683,0.338528,0.25168,0.3807,0.343329,0.315342,2.121441,3.524843,7.070216,14.870526,16.006615,7.352023,0.747878,0.303523,0.243437,0.139112,0.292153,0.313788,0.140017,0.149673,0.990733,11.144697,12.686124,0.981294,0.156792,0.745233,0.434333,0.070375,1.515207,1.931859,0.301126,0.345526,0.196206,0.538156,0.66892,0.155891,0.201865,0.18273,0.197573,0.289145,0.143076,0.107072,0.078226,0.091025,0.135811,0.196678,0.442829,0.216169,0.418407,0.236439,0.13049,0.079785,0.118228,0.144884,0.060542,0.118809,0.073543,0.172633,1.078182,1,0.67
948,'2018/02/16 00:09:22:423',6,2.249397,2.249397,2.249397,2.249397,2.249397,2.249397,2.249397,2.249397,1.877833,1.877833,1.877833,1.877833,1.877833,1.877833,1.877833,1.428046,1.428046,1.428046,1.428046,1.428046,1.053592,1.053592,1.053592,1.053592,0.870251,0.870251,0.870251,0.733309,0.733309,0.733309,0.570234,0.570234,0.395301,0.395301,0.170378,0.170378,0.104216,0.104216,0.32811,0.415957,0.415957,0.384737,0.334868,0.302996,0.267252,0.253603,0.207882,0.036408,0.249919,0.181608,0.052655,0.429459,0.499842,2.030273,9.453643,16.097153,16.810032,7.751925,1.036433,0.35422,0.148326,0.184378,0.09223,0.056638,0.081629,0.203372,0.642991,11.220881,12.691693,1.050635,0.14438,0.116953,0.088037,0.164015,1.683006,1.966663,0.369691,0.546813,0.272425,0.784062,0.478811,0.08815,0.240476,0.187035,0.230183,0.161823,0.208172,0.113693,0.078823,0.105237,0.161305,0.291469,0.344382,0.260866,0.312353,0.319314,0.210157,0.127409,0.114686,0.087328,0.057887,0.076465,0.066605,0.174566,1.12617,1,0.67
949,'2018/02/16 00:09:22:439',6,0.850212,0.850212,0.850212,0.850212,0.850212,0.850212,0.850212,0.850212,0.434715,0.434715,0.434715,0.434715,0.434715,0.434715,0.434715,0.131511,0.131511,0.131511,0.131511,0.131511,0.113116,0.113116,0.113116,0.113116,0.241765,0.241765,0.241765,0.260898,0.260898,0.260898,0.145421,0.145421,0.09675,0.09675,0.086638,0.086638,0.083853,0.083853,0.206034,0.240427,0.240427,0.210663,0.196825,0.226078,0.165034,0.190519,0.467148,0.61064,0.692257,0.703877,0.595016,0.524411,0.791679,2.413101,9.733366,16.365606,17.099207,8.094563,0.766867,0.663853,0.198841,0.223861,0.201908,0.137187,0.228059,0.368694,0.807589,11.777153,12.564286,1.110902,0.222685,0.120049,0.284958,0.486706,1.677574,2.57167,0.75819,0.839944,0.578148,0.9237,0.826308,0.367078,0.478149,0.471507,0.522962,0.268179,0.279635,0.118131,0.117241,0.153746,0.213607,0.454482,0.614982,0.427218,0.738539,0.602777,0.314403,0.156763,0.230216,0.17053,0.075242,0.121841,0.093582,0.286175,1.16903,1,0.67
950,'2018/02/16 00:09:22:456',6,1.711919,1.711919,1.711919,1.711919,1.711919,1.711919,1.711919,1.711919,1.244154,1.244154,1.244154,1.244154,1.244154,1.244154,1.244154,0.890437,0.890437,0.890437,0.890437,0.890437,0.744483,0.744483,0.744483,0.744483,0.73763,0.73763,0.73763,0.725749,0.725749,0.725749,0.645178,0.645178,0.501764,0.501764,0.35376,0.35376,0.267903,0.267903,0.246415,0.281573,0.281573,0.341549,0.316991,0.153901,0.083622,0.295226,0.444006,0.517523,0.531511,0.375471,0.350772,0.764793,0.730737,2.183942,9.859244,16.794804,17.505241,7.967077,1.175424,0.764489,0.143565,0.188004,0.474436,0.809127,0.216001,0.342894,0.707166,11.203358,12.158389,1.020992,0.269865,0.093273,0.043035,0.205757,2.044242,2.034424,0.355682,0.325487,0.62603,1.65529,0.937322,0.243402,0.328788,0.449229,0.775153,0.224841,0.172697,0.092073,0.091486,0.161798,0.181387,0.263283,0.680345,0.47549,0.534783,0.404699,0.179749,0.128424,0.213765,0.081667,0.046536,0.065011,0.074902,0.226161,1.19936,1,0.67
951,'2018/02/16 00:09:22:472',6,3.044544,3.044544,3.044544,3.044544,3.044544,3.044544,3.044544,3.044544,2.231936,2.231936,2.231936,2.231936,2.231936,2.231936,2.231936,1.33516,1.33516,1.33516,1.33516,1.33516,0.740381,0.740381,0.740381,0.740381,0.737066,0.737066,0.737066,0.734787,0.734787,0.734787,0.585253,0.585253,0.395114,0.395114,0.277671,0.277671,0.236997,0.236997,0.254116,0.265715,0.265715,0.21873,0.153422,0.156787,0.189741,0.133776,0.134586,0.310039,0.440409,0.263628,0.186342,0.749609,0.291789,2.046231,10.603398,17.308231,18.037367,8.7742,0.921466,0.462518,0.212685,0.36818,0.382882,0.3408,0.071601,0.231325,0.61315,10.678365,11.12093,0.652737,0.191768,0.180075,0.109326,0.089902,1.649532,2.377522,0.343063,0.678792,0.56103,1.185046,0.777412,0.262936,0.516016,0.503338,0.607266,0.202118,0.173186,0.07837,0.059535,0.159329,0.225717,0.673763,0.712427,0.514612,0.385388,0.49805,0.366959,0.179808,0.223065,0.135069,0.078309,0.132452,0.092108,0.167299,1.206373,1,0.67
952,'2018/02/16 00:09:22:490',6,0.362483,0.362483,0.362483,0.362483,0.362483,0.362483,0.362483,0.362483,0.353443,0.353443,0.353443,0.353443,0.353443,0.353443,0.353443,0.426032,0.426032,0.426032,0.426032,0.426032,0.762155,0.762155,0.762155,0.762155,0.837714,0.837714,0.837714,0.677287,0.677287,0.677287,0.531885,0.531885,0.532188,0.532188,0.584566,0.584566,0.587693,0.587693,0.49453,0.320944,0.320944,0.134314,0.085836,0.229985,0.267645,0.154094,0.091124,0.233678,0.335912,0.275249,0.479257,0.215394,1.281217,2.424133,10.744575,17.968266,18.733044,8.82901,1.75977,0.324761,0.210479,0.178685,0.37549,0.450911,0.127687,0.2163,0.451551,9.097817,9.906293,0.615458,0.36546,0.168176,0.178714,0.303059,1.554827,2.080905,0.814021,0.707306,0.366106,1.668798,1.196519,0.230428,0.313269,0.501145,0.422886,0.198034,0.66697,0.162154,0.103236,0.267383,0.331046,0.501468,0.638169,0.653245,0.450153,0.487408,0.360216,0.207115,0.297384,0.153595,0.09433,0.095858,0.104221,0.233829,1.223903,1,0.67
953,'2018/02/16 00:09:22:507',6,0.596418,0.596418,0.596418,0.596418,0.596418,0.596418,0.596418,0.596418,0.658626,0.658626,0.658626,0.658626,0.658626,0.658626,0.658626,0.677926,0.677926,0.677926,0.677926,0.677926,0.558089,0.558089,0.558089,0.558089,0.321342,0.321342,0.321342,0.133605,0.133605,0.133605,0.075343,0.075343,0.105075,0.105075,0.079566,0.079566,0.065554,0.065554,0.233288,0.312097,0.312097,0.241095,0.042793,0.18156,0.286885,0.268182,0.371353,0.65131,0.754961,0.440262,0.258733,0.815983,0.344776,2.255894,10.697503,18.000324,18.901882,9.351161,1.159898,0.302331,0.389524,0.260541,0.090192,0.299485,0.08942,0.141789,0.408578,8.090053,8.700305,0.476368,0.126134,0.15187,0.115386,0.128839,1.765877,2.210314,0.371376,0.642405,0.428948,0.680372,0.873465,0.207556,0.167391,0.180669,0.383459,0.286921,0.19225,0.100892,0.059619,0.149252,0.238065,0.504192,0.466098,0.310149,0.319166,0.306517,0.344597,0.154749,0.130684,0.106892,0.086784,0.094667,0.104587,0.12936,1.2195,1,0.67
954,'2018/02/16 00:09:22:523',6,1.246335,1.246335,1.246335,1.246335,1.246335,1.246335,1.246335,1.246335,1.165445,1.165445,1.165445,1.165445,1.165445,1.165445,1.165445,0.691008,0.691008,0.691008,0.691008,0.691008,0.134403,0.134403,0.134403,0.134403,0.582436,0.582436,0.582436,0.744655,0.744655,0.744655,0.616162,0.616162,0.390267,0.390267,0.247576,0.247576,0.154713,0.154713,0.147017,0.279658,0.279658,0.39656,0.46251,0.402198,0.202194,0.134499,0.418677,0.577124,0.606998,0.649214,0.692693,0.330327,0.792679,2.201303,10.272094,17.461239,18.294289,8.747261,1.179701,0.64074,0.085982,0.221205,0.606326,0.675258,0.263114,0.205866,0.456949,7.404035,8.603082,0.575992,0.475798,0.16887,0.112387,0.388612,1.755534,2.500834,1.363118,0.707471,0.691808,1.690713,1.522094,0.342146,0.475925,0.917212,0.641438,0.268697,0.409432,0.288146,0.213913,0.523464,0.484064,0.366223,0.636067,0.561739,0.346385,0.542502,0.386422,0.329846,0.258326,0.191241,0.073136,0.085624,0.081727,0.357491,1.123678,1,0.67
955,'2018/02/16 00:09:22:539',6,1.331265,1.331265,1.331265,1.331265,1.331265,1.331265,1.331265,1.331265,0.88476,0.88476,0.88476,0.88476,0.88476,0.88476,0.88476,0.500168,0.500168,0.500168,0.500168,0.500168,0.426998,0.426998,0.426998,0.426998,0.426672,0.426672,0.426672,0.302745,0.302745,0.302745,0.136294,0.136294,0.120643,0.120643,0.235923,0.235923,0.267246,0.267246,0.243927,0.267161,0.267161,0.242937,0.184639,0.179845,0.181712,0.192411,0.320997,0.528714,0.529631,0.135771,0.179963,0.446693,0.658818,2.069684,10.216447,17.418106,18.196604,8.338063,2.188323,0.18019,0.368553,0.121633,0.173792,0.408529,0.15739,0.19439,0.435358,7.948551,9.322301,0.716791,0.140646,0.180336,0.192551,0.312747,2.125882,2.581729,0.589329,0.765961,0.315846,0.648385,0.824817,0.197844,0.286941,0.175152,0.191184,0.167482,0.217728,0.089396,0.081069,0.106544,0.185485,0.282063,0.287325,0.182652,0.274437,0.177039,0.15072,0.140788,0.137693,0.088086,0.068146,0.095918,0.076969,0.205589,1.146801,1,0.67
956,'2018/02/16 00:09:22:556',6,1.397429,1.397429,1.397429,1.397429,1.397429,1.397429,1.397429,1.397429,1.770188,1.770188,1.770188,1.770188,1.770188,1.770188,1.770188,1.68226,1.68226,1.68226,1.68226,1.68226,1.302416,1.302416,1.302416,1.302416,0.814553,0.814553,0.814553,0.421666,0.421666,0.421666,0.242586,0.242586,0.189204,0.189204,0.087999,0.087999,0.073945,0.073945,0.218111,0.3452,0.3452,0.42519,0.400153,0.294482,0.181959,0.114663,0.193102,0.149075,0.139045,0.377042,0.425695,0.489279,0.239713,2.017521,10.19838,17.157085,17.921986,8.522317,1.198843,0.238636,0.236961,0.507623,0.97843,0.74257,0.35889,0.271302,0.75174,8.867349,10.220457,0.721669,0.19222,0.258837,0.294247,0.277296,2.349496,3.024899,1.436742,1.273919,0.55956,1.003554,1.763323,0.577994,0.949475,0.771165,0.734732,0.583445,0.745941,0.287201,0.200324,0.257015,0.374269,0.451438,0.899391,0.314212,0.980983,0.365929,0.47694,0.185535,0.200387,0.232462,0.138024,0.258604,0.184531,0.260583,1.13712,1,0.67
957,'2018/02/16 00:09:22:572',6,0.430262,0.430262,0.430262,0.430262,0.430262,0.430262,0.430262,0.430262,0.711279,0.711279,0.711279,0.711279,0.711279,0.711279,0.711279,0.59126,0.59126,0.59126,0.59126,0.59126,0.408055,0.408055,0.408055,0.408055,0.351308,0.351308,0.351308,0.297049,0.297049,0.297049,0.209064,0.209064,0.222853,0.222853,0.4094,0.4094,0.64109,0.64109,0.769152,0.677053,0.677053,0.403476,0.128663,0.08622,0.306356,0.511195,0.566144,0.382585,0.284608,0.545772,0.599078,0.214764,0.713567,2.124862,10.068458,16.841181,17.367352,7.97255,0.940551,0.311182,0.320262,0.271673,0.339185,0.206617,0.176613,0.216125,0.503764,11.190817,11.798874,0.84413,0.2812,0.117639,0.172026,0.470324,2.764416,2.637882,0.663888,1.635792,1.325794,1.753756,1.252646,0.697478,0.342012,0.57168,0.762859,0.571752,0.437376,0.149542,0.191494,0.322724,0.235767,0.402737,0.665607,0.716531,0.578005,0.587372,0.457622,0.340917,0.325556,0.191886,0.117885,0.191536,0.208051,0.375399,1.189193,1,0.67
958,'2018/02/16 00:09:22:589',6,0.893564,0.893564,0.893564,0.893564,0.893564,0.893564,0.893564,0.893564,1.562626,1.562626,1.562626,1.562626,1.562626,1.562626,1.562626,1.313014,1.313014,1.313014,1.313014,1.313014,0.77525,0.77525,0.77525,0.77525,0.535875,0.535875,0.535875,0.512126,0.512126,0.512126,0.324407,0.324407,0.207746,0.207746,0.484229,0.484229,0.678058,0.678058,0.671826,0.494027,0.494027,0.221191,0.107381,0.372484,0.427863,0.304813,0.47889,0.758785,0.906054,0.843693,0.604819,0.599869,0.835021,2.14492,9.998197,16.790262,17.203705,7.457026,1.17709,0.607636,0.178371,0.260801,0.362222,0.2001,0.238116,0.20408,0.683491,11.726475,12.196667,0.796126,0.238144,0.312128,0.203767,0.487446,2.293247,2.355306,1.425505,1.287095,1.050612,1.918156,1.093348,0.392972,1.183607,0.76638,0.506494,0.788295,0.83733,0.090388,0.148343,0.270945,0.604118,0.386403,0.913684,0.669702,1.236095,0.604575,0.582162,0.419895,0.425087,0.296479,0.151988,0.315839,0.261366,0.474099,1.206641,1,0.67
959,'2018/02/16 00:09:22:606',6,0.741888,0.741888,0.741888,0.741888,0.741888,0.741888,0.741888,0.741888,0.660956,0.660956,0.660956,0.660956,0.660956,0.660956,0.660956,0.4036,0.4036,0.4036,0.4036,0.4036,0.201435,0.201435,0.201435,0.201435,0.330191,0.330191,0.330191,0.403477,0.403477,0.403477,0.402167,0.402167,0.407674,0.407674,0.452001,0.452001,0.506507,0.506507,0.529142,0.470998,0.470998,0.377748,0.394903,0.422273,0.296722,0.041103,0.241374,0.369881,0.406803,0.343783,0.3271,0.27556,0.970265,2.415985,10.638986,17.353088,17.638027,7.720304,1.190479,0.440838,0.183178,0.313917,0.451121,0.511135,0.319482,0.447515,0.699591,12.6938,12.552897,0.872472,0.61837,0.270028,0.230245,0.760593,2.504571,2.543063,0.950155,0.856872,1.450951,1.620476,0.402227,0.456069,0.689089,1.275592,1.020855,0.616498,0.372091,0.13023,0.163297,0.476566,0.442796,0.51198,0.98324,0.566596,0.864945,0.821671,0.484785,0.339442,0.430332,0.201097,0.169362,0.227679,0.222671,0.297457,1.314548,1,0.67
960,'2018/02/16 00:09:22:623',6,0.820123,0.820123,0.820123,0.820123,0.820123,0.820123,0.820123,0.820123,0.694418,0.694418,0.694418,0.694418,0.694418,0.694418,0.694418,0.425524,0.425524,0.425524,0.425524,0.425524,0.49637,0.49637,0.49637,0.49637,0.659013,0.659013,0.659013,0.646438,0.646438,0.646438,0.557361,0.557361,0.486079,0.486079,0.451453,0.451453,0.48583,0.48583,0.526132,0.500761,0.500761,0.449038,0.457894,0.50718,0.464628,0.346593,0.216048,0.096277,0.361878,0.373507,0.369061,0.833295,0.430115,2.456768,11.065876,17.601072,17.665007,7.310218,1.350394,0.476269,0.19494,0.116882,0.168016,0.028959,0.069264,0.289436,0.827373,13.348001,12.664517,0.670338,0.193371,0.273908,0.191231,0.127985,2.005614,1.595714,0.77482,1.065912,0.521158,1.107941,0.458675,0.216596,0.317813,0.715407,0.369393,0.246515,0.236155,0.138631,0.10327,0.131669,0.332734,0.565606,0.489519,0.146982,0.475835,0.432278,0.24437,0.198177,0.251911,0.158271,0.095535,0.107629,0.099808,0.145031,1.356613,1,0.67
961,'2018/02/16 00:09:22:640',6,0.760875,0.760875,0.760875,0.760875,0.760875,0.760875,0.760875,0.760875,0.878378,0.878378,0.878378,0.878378,0.878378,0.878378,0.878378,0.627755,0.627755,0.627755,0.627755,0.627755,0.375127,0.375127,0.375127,0.375127,0.708917,0.708917,0.708917,0.805689,0.805689,0.805689,0.510783,0.510783,0.050473,0.050473,0.404214,0.404214,0.586801,0.586801,0.568905,0.410144,0.410144,0.183736,0.01335,0.045513,0.127913,0.291381,0.324892,0.168473,0.121767,0.376006,0.483128,0.14029,1.25629,2.525984,10.857502,17.611195,17.833767,7.682841,1.298948,0.46443,0.408831,0.63971,1.087001,1.011808,0.476775,0.408297,0.732804,13.463231,13.245075,0.947243,0.618737,0.423372,0.308304,1.319006,2.936404,4.628033,2.222993,1.050477,1.108194,3.623801,1.543047,0.631951,0.914085,1.36059,1.845156,0.874004,1.070255,0.399145,0.263776,0.604899,0.690342,0.663525,1.194451,1.061327,1.150348,0.826665,0.776521,0.544621,0.27701,0.410758,0.183172,0.207395,0.297902,0.342886,1.408785,1,0.67
